Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Interactions between AMI and distribution management system for efficiency/reliability improvement at a typical utility,R. W. Uluski,"Quanta-Technology Raleigh, NC, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,4,"Basic guidelines for the preparation of a technical work for the IEEE Power Engineering Society are presented. This document is itself an example of the desired layout (inclusive of this abstract) and can be used as a template. The document contains information regarding desktop publishing format, type sizes, and typefaces. Style rules are provided that explain how to handle equations, units, figures, tables, abbreviations, and acronyms. Sections are also devoted to the preparation of acknowledgments, references, and authorspsila biographies. The abstract is limited to 150 words and cannot contain equations, figures, tables, or references. It should concisely state what was done, how it was done, principal results, and their significance.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596538,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596538,Advanced Metering Infrastructure;Distribution Management System;On-Line Power Flow,Ambient intelligence;Bandwidth;Energy management;Engineering management;Equations;Power industry;Power system management;Power system reliability;Protection;Smart grids,distribution networks;power meters;power system management,AMI;advanced metering infrastructure;distribution management system;on-line power flow;power engineering society,,5,1,,,,20-24 July 2008,,IEEE,IEEE Conferences
Computer network security management and authentication of smart grids operations,A. Hamlyn; H. Cheung; T. Mander; L. Wang; C. Yang; R. Cheung,"Ryerson University, Canada",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,7,"Operations of electricity power systems have recently become more intricate due to development of microgrids, execution of open access competition, and use of network-controlled devices, etc. Computer networks therefore turn into an integral component of modern power-grid operations. This paper proposes a new utility computer network security management and authentication for actions / commands requests in smart-grid operations. This management covers multiple security domains in a new security architecture designed for smart power grids. This paper presents the strategy and procedure of security checks and authentications of commands requests for operations in the host area electric power system (AEPS) and interconnected multiple neighboring AEPS. Case studies of the new security management and authentication for smart grids operations are presented.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596900,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596900,Computer network management;Computer network security;Microgrids;Power system communication;Power system security;Smart grids Security,Authentication;Computer architecture;Computer network management;Computer security;Energy management;Power system interconnection;Power system management;Power system security;Power systems;Smart grids,computer network management;power engineering computing;power grids;power system security;telecommunication security,actions/commands requests;area electric power system;computer network security management;electricity power systems;microgrids;multiple security domains;network-controlled devices;open access competition;power-grid operations;security architecture;smart grids operation authentication,,13,7,,,,20-24 July 2008,,IEEE,IEEE Conferences
Network Security Management (NSM) focused on Dispersed Generation,T. Hammons; Z. Styczynski,"University of Glasgow, Scotland, UK",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,7,"Progress in the use and the structure of primary energy resources requires modifications in the structure of generation and operation of the power system in the future to fulfill high requirements of secure delivery of electrical energy. The power system is one of the critical infrastructures of industrial countries and requires special consideration. This paper discusses topics on how power system can be operated securely with such a large share of mostly not dispatched power sources. It presents issues on how the reserve power can be limited which is required for compensation of power fluctuations and ensuring safe network operation. In this context, a vision sees the power system of the future consisting of a number of self-balancing distribution network areas. In each of these areas a significant share of the power demand will be covered by renewable and CHP generation.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596030,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596030,,Cogeneration;Distributed power generation;Energy resources;Fluctuations;Industrial power systems;Power demand;Power generation;Power system management;Power system security;Power systems,cogeneration;power system security;sustainable development,CHP;European Community;cogeneration of heat and power;dispersed generation;network security management;renewable energy sources;sustainable electricity supply,,0,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Robustness margins in electric power systems,S. Sterpu,"EDF R&D, 1 avenue du G&#233;n&#233;ral de Gaulle, 92141 Clamart, France",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,6,"Before the first connection to the French transmission grid, a power producer must perform stability analysis and verify if the generator meets the requirements imposed by the transmission system operator. These analysis concern both transient and small signal stability but the present paper focuses on small signal stability only. The robustness margins represent an interesting way to quantify the small signal stability of a generator. A global robustness description of controlled systems is a complex issue. Nevertheless, systems robustness characterization through stability margins is widely used because it has the advantage of being relatively simple. Robustness margins can quantify the small stability status for very complex systems, such as power systems. The present paper presents basic theoretical concepts linked to robustness margins and also the results of a transmission grid connection study.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596197,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596197,grid connection;power system security;robustness margins,Generators;Power system stability;Reactive power;Robustness;Stability analysis;Stability criteria;Tin,power system security;power system stability;transmission networks,French transmission grid;electric power systems;generator signal stability;power system transients;robustness margins;stability analysis;transmission system operator,,0,7,,,,20-24 July 2008,,IEEE,IEEE Conferences
A new topology error detection approach for power system state estimation,Bei Gou; Yunzhi Cheng; Weibiao Wu,"Energy system research center at the university of Texas at Arlington, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,7,The convergence property of state estimation is a critical issue for its following security assessment functions in energy management system. This paper studies the convergence property of the commonly used weighted least square (WLS) approach for the variations of load levels and system sizes. A new robust bad data processing approach is presented for the purpose of convergence and robustness in this paper. A comparison of robustness between WLS and the proposed approach has been performed. Numerical tests on IEEE 188 bus system and a real system with 5145 bus have been conducted for illustration of the proposed approach.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596047,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596047,Weighted least square (WLS);bad data;blackouts;measurement redundancy;reliability;robustness;state estimation;topology errors;tree,Convergence;Data processing;Data security;Energy management;Least squares methods;Power system security;Power systems;Robustness;State estimation;Topology,energy management systems;least squares approximations;power system security;power system state estimation,IEEE 188 bus system;bad data processing approach;energy management system;power system state estimation;security assessment functions;topology error detection;weighted least square approach,,1,19,,,,20-24 July 2008,,IEEE,IEEE Conferences
Vision 2020: Blackout prevention by combined protection and network security assessment,R. Krebs; E. Lerch; O. Ruhle; S. Gal; F. Lazar; D. Paunescu,"Siemens AG, Germany",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,7,"The paper presents the application of software tools to simulate system dynamic behaviour together with the possibility to select critical contingencies of an electrical energy system. The protection system with relay functions, characteristics, settings and communication schemes will be considered. Possible visualization methods are presented which can support the operators to select critical system states - either of the primary or the protection system. Insecure operating conditions can be monitored in the time domain using the full system representation in real time or by calculating the eigenvalues of the system to monitor weakly damped system states and stability margins. Warnings about unselective protected areas can popup for fast information or they can be shown with the corresponding relays in single-line diagrams as a basis for a new protection coordination study. The locations of short circuits with corresponding trip times and unselective trips or no trips can be monitored in two- or three-dimensional diagrams. The optimized settings can be directly transmitted to relays, which are able to receive the adaptive settings.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596657,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596657,Dynamic security assessment;adaptive protection;blackout prevention;contingencies;protection security assessment;protection selectivity;security margins;system constraints;system security;system stability limits,Application software;Circuit stability;Communication system security;Condition monitoring;Eigenvalues and eigenfunctions;Protection;Protective relaying;Real time systems;Software tools;Visualization,condition monitoring;eigenvalues and eigenfunctions;power system analysis computing;power system dynamic stability;power system faults;power system protection;power system security;relay protection,Vision 2020;blackout prevention;condition monitoring;eigenvalues;network dynamic security assessment;network protection;relay functions;short circuit location;stability margins;time domain analysis,,4,9,,,,20-24 July 2008,,IEEE,IEEE Conferences
Analysis of blackout development mechanisms in electric power systems,N. I. Voropai; D. N. Efimov,"Energy Systems Institute of Russian Academy of Sciences (Siberian Branch), Irkutsk, Russia",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,7,The paper suggests a formalized technology for the analysis of developing emergency processes of a cascade character in electric power systems. The technology is based on classification of events and states in the system those are caused by these processes and determination of interrelations between them. The technology of analysis is illustrated on the example of analysis of two system emergencies.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596304,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596304,cascade system emergency;electric power system;mechanisms of development;technology of analysis,Control systems;Error correction;North America;Paper technology;Personnel;Power system faults;Power system interconnection;Power system modeling;Power system protection;Protective relaying,emergency power supply;fault diagnosis,blackout development mechanisms;cascade character;electric power systems;emergency processes;formalized technology;system emergencies,,2,20,,,,20-24 July 2008,,IEEE,IEEE Conferences
Improving security of power system operation applying DG production forecasting tools,K. Rohrig; B. Lange,"Program Area Information and Energy Economy, Institut f&#252;r Solare Energieversorgungstechnik, Kassel, Germany",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,6,"The integration of renewable energy sources (RES) into the electric energy system has become an important challenge for the utilization and control of electric power systems, because of the fluctuating and intermittent behaviour of wind and solar power generation. The reliable operation of future energy supply structures with high share of distributed generation and renewable energy sources is an important and highly complex task. Supply of energy always means to find an optimal mixture of different sources. The main issues are economic effectiveness, environmental sustainability and reliability in supply. Any energy source has its own advantages and disadvantages. Over the last years the structures of electrical power supply changed noticeable. Centralistic conventional power generation is supplemented by distributed renewable energy resources. It is obvious that Germany will only meet the ambitious greenhouse gas-reduction targets - with phasing out nuclear energy at the same time - by a major increase in renewable energy usage. The pooling of large on- and offshore wind farms into clusters in the GW range will make new options feasible for an optimized integration of wind power. For this purpose, a new structure, the wind farm cluster will be introduced. All wind farms, which are directly or indirectly connected to one transmission network node, will be associated to one wind farm cluster. Major arguments against a massive penetration of RES are the intermittent generation, the poor predictability and the missing controllability. These arguments are disproved by adapting a virtual power plant (VPP) the Renewable Combi-Plant (RCP) which aggregates and controls large wind farms, PV plants, biogas fired CHP and pumped-storage hydro power plants making use of powerful RES prediction tools. Wind farm clusters are major members of the Renewable Combi-Plant, a VPP which aggregates and controls RES to face the demand at any time.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4595972,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4595972,Distributed generation;design;forecasting;modelling;optimisation;renewable energy;virtuel power plants;wind farm operation,Artificial neural networks;Power generation;Weather forecasting;Wind;Wind farms;Wind forecasting;Wind power generation,air pollution control;cogeneration;distributed power generation;photovoltaic power systems;power generation reliability;power supply quality;power system security;pumped-storage power stations;renewable energy sources;wind power plants,DG production forecasting tools;Germany;biogas fired CHP;distributed generation;economic effectiveness;environmental sustainability;power system operation security;pumped-storage hydro power plants;renewable combi-plant;renewable energy sources;solar power generation;supply reliability;virtual power plant;wind farms;wind power generation,,0,12,,,,20-24 July 2008,,IEEE,IEEE Conferences
Trends in the history of large blackouts in the United States,P. Hines; J. Apt; S. Talukdar,"College of Engineering, University of Vermont, Burlington, 05405, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,8,"Despite efforts to mitigate blackout risk, the data available from the North American Electric Reliability Council (NERC) for 1984-2006 indicate that the frequency of large blackouts in the United States is not decreasing. This paper describes the data and methods used to come to this conclusion and several other patterns that appear in the data. These patterns have important implications for those who make investment and policy decisions in the electricity industry. Several example calculations show how these patterns can significantly affect the decision-making process.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596715,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596715,Power system blackouts;cascading failures,Costs;Decision making;Frequency measurement;History;Investments;Loss measurement;Power generation economics;Power system reliability;Robustness;Size measurement,decision making;investment;power markets;power system faults;power system management,United States;blackout risk;decision-making process;electricity industry;investment;policy decisions,,19,25,,,,20-24 July 2008,,IEEE,IEEE Conferences
Securing IEC 61850,H. Falk,"Systems Integration Specialists Company (SISCO), Sterling Heights, Michigan, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,3,This paper provides an overview of the security specification for IEC 61850. It summarizes the purpose and operation of the security enhancements to the protocol and discusses the current state of the specifications.,1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596335,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596335,Communication Protocols;Cyber Security;Digital Communication;Electric Systems;Gas Systems;SCADA;System Operations;Water Systems,Authentication;Control systems;Counting circuits;Cryptography;Digital signatures;IEC standards;Peer to peer computing;Protocols;Public key;Security,IEC standards;security of data,securing IEC 61850;security enhancements;security specification,,6,,,,,20-24 July 2008,,IEEE,IEEE Conferences
Transmission planning risk assessment,S. Varadan; W. A. Mittelstadt; R. K. Aggarwal; V. VanZandt; B. Silverstein,"KEMA Inc., Raleigh, NC 27607, USA",2008 IEEE Power and Energy Society General Meeting - Conversion and Delivery of Electrical Energy in the 21st Century,20080812,2008,,,1,8,"Transmission planning in todaypsilas deregulated electric power systems should, at best, include a vigorous treatment of risk. Given that risk is the product of the likelihood of an event and the associated consequence (monetary or otherwise), it is present at every stage of the transmission expansion process - from the load forecast all the way to construction. Identification of risk factors at each stage of the transmission planning process, its likelihood and associated consequence is therefore critical, and necessary, in reaping maximum benefit. This paper provides a practical application of the inclusion of risk, based on the widely accepted Australia-New Zealand (AU-NZ) Risk Model, into the transmission planning process at Bonneville Power Administration (BPA) - a federal government agency that owns and operates the backbone of the electrical network of the US Pacific Northwest.",1932-5517;19325517,CD-ROM:978-1-4244-1906-7; POD:978-1-4244-1905-0,10.1109/PES.2008.4596039,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4596039,Australia-New Zealand Model;Risk Assessment;Transmission Planning,Acoustical engineering;Aerospace industry;Australia;Power engineering and energy;Power industry;Power system planning;Process planning;Reliability engineering;Risk analysis;Risk management,load forecasting;power transmission planning;risk management,BPA;Bonneville Power Administration;US Pacific Northwest;electric power system deregulation;government agency;load forecast;risk assessment;transmission planning,,3,16,,,,20-24 July 2008,,IEEE,IEEE Conferences
