Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
What is reliable smart grid?,E. Litvinov,"ISO New England Inc., Holyoke, MA 01040 USA",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,2,"Reliability has been the central issue for power system planning and operation in the past several decades. According to North American Electric Reliability Corporation (NERC), reliability is defined by resource adequacy and operational security. The former ensures an adequate level of resources to meet the projected load. Such level is often measured by the Loss of Load Expectation (LOLE) with the typical criterion of 1 day in 10 years. The latter secures the operability of the system taking into account contingencies. The security is often measured by the N-1 criterion, i.e., the system can maintain balance and stability with the loss of any single element. Reliability is maintained by the system operator at the same level for the entire system, and is treated as a public good. Such reliability concept was developed for a centralized system with a manageable level of uncertainty.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039124,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039124,,Loss measurement;Power system reliability;Reliability;Security;Smart grids;Transmission line measurements;Uncertainty,power system planning;power system reliability;power system security;smart power grids,N-1 criterion;North American Electric Reliability Corporation;loss of load expectation;operational security;power system planning;smart grid reliability,,0,,,,,24-29 July 2011,,IEEE,IEEE Conferences
Cyber security analysis for the power grid using the virtual control systems environment,J. Stamp; V. Urias; B. Richardson,"Sandia National Laboratories, Albuquerque, New Mexico, 87185 USA",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,4,"The Virtual Control System Environment (VCSE) is a hybrid simulator that is used to analyze the effects of cyber security vulnerabilities for control systems on the power grid. The VCSE allows a heterogeneous environment of real, emulated, and simulated components which allow the modeler freedom to instantiate components at varying levels of detail necessary for the analysis. Stronger modeling effort can be applied to specific systems under test while the remainder of the environment can be filled in with less labor-intensive elements. The VCSE includes software that federates and automates together capabilities across simulation domains (here, the control system components, their networking, and the power grid). This document introduces the VCSE approach to hybrid simulation of the grid and control systems (compared with other approaches). In particular, the VCSE incorporates one key feature: simulation software and hardware are federated through networking interfaces (both real and virtual). This allows for straightforward system-in-the-loop (SITL) analysis, which is of paramount importance for cyber security analysis, as the failure modes of the system under test depend so strongly on its ensemble characteristics (hardware/software/configuration/application). The paper also details the existing modeling approaches in VCSE for each major domain of simulation elements at the real/emulated/simulated levels.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039786,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039786,,Adaptation models;Control systems;Government;Hardware;Power grids;Routing protocols;Software,power engineering computing;power grids;power system control;power system security;security of data,SITL analysis;VCSE approach;cyber security analysis;cyber security vulnerabilities;networking interfaces;power grid control systems;real-emulated-simulated levels;simulation domains;simulation hardware;simulation software;system-in-the-loop analysis;system-under-test failure mode;virtual control system environment,,3,6,,,,24-29 July 2011,,IEEE,IEEE Conferences
Online conditional anomaly detection in multivariate data for transformer monitoring,V. Catterson; S. McArthur; G. Moss,University of Strathclyde,2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,1,"Retrofitting condition monitoring systems to aging plant can be problematic, since the particular signature of normal behavior will vary from unit to unit. This paper describes a technique for anomaly detection within the context of the conditions experienced by an in-service transformer, such as loading, seasonal weather, and network configuration. The aim is to model the aged but normal behavior for a given transformer, while reducing the potential for anomalies to be erroneously detected. The paper describes how this technique has been applied to two transmission transformers in the U.K. A case study of 12 months of data is given, with detailed analysis of anomalies detected during that time.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6038911,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6038911,,Aging;Condition monitoring;Context;Load modeling;Loading;Meteorology;Monitoring,maintenance engineering;power system measurement;power transformers,U.K;in-service transformer;multivariate data;online conditional anomaly detection;retrofitting condition monitoring systems;transformer monitoring;transmission transformers,,0,,,,,24-29 July 2011,,IEEE,IEEE Conferences
The challenge of IT-enabled policy design for sustainable electric energy systems,M. D. Ili��,Departments of Electrical and Computer Engineering (ECE) and Engineering Public Policy (EPP) at Carnegie Mellon University,2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,7,"This paper concerns complex interactions between the regulators, system operators/owners and the candidate investors in new technologies. It is proposed that an effective interactive framework should be put in place for decision-making that enables choice and it also meets the social objectives. Given the complexity of the electric energy systems this process can no longer be based on blue print rules supported by coarse scenario analysis. It requires, instead, Information Technology (IT)-enabled dynamic and interactive modeling and decision making by all industry stakeholders. In addition, the process requires a design of regulatory rights, rules and responsibilities (3Rs) for binding interactions that must be communicated between different industry participants. Moreover, it is suggested that the coarse National Energy Modeling System (NEMS) can no longer support the design of 3Rs. Instead, an Energy Temporal and Spatial Kit (ENTASK) is proposed to interactively link with the NEMS model that is well understood by the policy makers at present. An ENTASK-like tool is essential for facilitating public policy decision makers in assessing potential of diverse technologies while designing the 3Rs for the industry. The 3Rs must be binding as they have major financial, technical and economic implications. It is described how such an interactive IT-enabled decision making framework could support near-optimal investments in infrastructures needed to meet the social objectives. Perhaps most striking is the observation that such a framework facilitates novel ways of integrating while enabling choice.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039895,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039895,,Decision making;Industries;Investments;Nanoelectromechanical systems;Planning;Software;Uncertainty,electricity supply industry;power transmission planning,ENTASK;Energy Temporal and Spatial Kit;IT-enabled policy design;sustainable electric energy systems,,1,18,,,,24-29 July 2011,,IEEE,IEEE Conferences
Multi-criteria optimization of an energy storage system within a Virtual Power Plant architecture,P. Lombardi; M. Sțtzer; Z. Styczynski; A. Orths,"Institute for Electric Power Systems, Otto-von-Guericke University, Magdeburg Germany",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,6,This work aims to design the optimal energy storage capacity for Virtual Power Plant (VPP) architecture with a high degree of penetration of Renewable Energy Sources (RES). In order to achieve this target a multi-criteria analysis was performed. Economical issues as well as the reliability of the VPP are the main criteria taken into consideration. Sensitivity analyses were conducted to evaluating the robustness of the obtained results.,1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039347,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039347,Energy storage system;multi-criteria optimization;renewable energy sources;virtual power plant,Batteries;Electricity;Energy management;Sensitivity analysis;Wind farms;Wind power generation,optimisation;power generation economics;power generation reliability;power plants;sensitivity analysis,economical issues;multicriteria optimization;optimal energy storage capacity;renewable energy sources;sensitivity analyses;virtual power plant architecture,,12,11,,,,24-29 July 2011,,IEEE,IEEE Conferences
An intrusion and defense testbed in a cyber-power system environment,J. Hong; S. S. Wu; A. Stefanov; A. Fshosha; C. C. Liu; P. Gladyshev; M. Govindarasu,"School of Electrical, Electronic and Mechanical Engineering",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,5,"The proposed testbed of the cyber-power system consists of power system simulation, substation automation, and the SCADA system. Scenarios for substation cyber security intrusions and anomaly detection concepts have been proposed. An attack tree method can be used to identify vulnerable substations and intrusions through remote access points. Specific substation vulnerability scenarios have been tested. Temporal anomaly is determined by data and information acquired at different time points. This is a metric to determine the anomaly between two snapshots. In a distributed intrusion detection algorithm, distributed agents are trained with a large number of scenarios and intended for real-time applications. In a distributed environment, if an anomaly is detected by one agent, it is able to distribute critical information to other agents in the network.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039375,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039375,Anomaly Detection;Cyber Security of Substations;Defense System;Network Security,Computer security;Educational institutions;Protocols;SCADA systems;Substations,SCADA systems;power engineering computing;power system security;power system simulation;safety systems;substation automation,SCADA system;attack tree method;cyber-power system environment;defense testbed;distributed agents;power system simulation;remote access points;substation automation;substation cyber security intrusions,,10,11,,,,24-29 July 2011,,IEEE,IEEE Conferences
Towards a risk-based network operation and design standards,G. Strbac; R. Moreno; D. Pudjianto; M. Castro,Imperial College London,2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,4,"In principle, a electricity transmission network security standard that is established within a risk-based framework is superior over the deterministic approach, usually presented in the form of an N-k type rule, as it balances more accurately the reliability (and other) benefits against operation and investment costs incurred to deliver these benefits. However, in the absence of advance technology to monitor, predict, simulate and control large-scale networks in real time, deterministic standards have historically delivered a successful operation of massive and complex electric networks. However, nowadays through the usage of new technology such as Special Protection Schemes (SPS), coordinated voltage control technique, wide-area monitoring and control systems (WAMC), Dynamic Security Assessment techniques (DSA), grid friendly controllers for Demand Side Management (DSM) etc, there is a genuine possibility to apply a probabilistic framework for network security. A risk-based framework will not only maximise the value of transmission but also speed up the connections of wind power. Through qualitative analyses we point out various problems of the present deterministic standards in the UK together with identifying key benefits at a regulatory and operational level of implementing a probabilistic standard. In addition, through quantitative analyses we show that current deterministic standards significantly overvalue reliability risks and, in fact, a probabilistic cost-benefit framework can lead to important savings in the cost of constraints without significantly increasing the risk of system interruptions.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039494,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039494,Transmission operation;cost-benefit analysis;power system economics;transfer capability;transmission investment;transmission planning;wind generation,Electricity;Investments;Probabilistic logic;Reliability;Security;Standards;Wind,investment;power system security;power transmission economics;power transmission reliability;probability;risk management;wind power plants,N-k type rule;coordinated voltage control technique;demand side management;deterministic approach;dynamic security assessment techniques;electricity transmission network security standard;grid friendly controllers;investment costs;large-scale network control;overvalue reliability risks;probabilistic cost-benefit framework;probabilistic standard;risk-based network operation;special protection schemes;wide-area monitoring and control systems;wind power,,5,6,,,,24-29 July 2011,,IEEE,IEEE Conferences
Virtual power plants for isolated and jointly operating electric power supply systems� Perspectives and challenges for Russia,D. N. Efimov; K. V. Suslov; N. I. Voropai,"Energy Systems Institute of Russian Academy of Sciences (Siberian Branch), Irkutsk, Russia",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,6,"Features and structure of Russian electric power supply systems and distribution networks are described. Since a significant share of Russia's regional territories is not covered by centralized electricity supply, the virtual power plant concept is considered for two cases: when power supply systems operating autonomously and when they are connected to the main grid. For the latter case the tasks (functions) of virtual power plant are considered.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039164,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039164,distribution network;electric power supply system;electric power system;electricity supply network;renewable energy source;virtual power plant,Cities and towns;Electricity;Power generation;Power supplies;Reliability;Substations,distributed power generation;distribution networks;electricity supply industry,Russia regional territory;Russian electric power supply system;centralized electricity supply;distribution network;jointly operating electric power supply system;virtual power plant,,1,7,,,,24-29 July 2011,,IEEE,IEEE Conferences
Cyber risk assessment of power control systems� A metrics weighed by attack experiments,G. Dondossola; F. Garrone; J. Szanto,"Power System Development Department of RSE, Milan, Italy",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,9,"The paper summarises the results of research activities, both methodological and experimental, performed by RSE to evaluate the exposition to cyber risks of the power grid control systems. On the methodological side a risk metric has been defined assigning a value to the cyber/power risk in relation to the occurrence rate of cyber contingencies and their impact on the power service. The higher criticality threats have been experimented in the RSE Laboratory by simulating selected attack processes on telecontrol test beds of passive interconnected HV/MV distribution grids. The experiments concern cyber threats to ICT network components, such as routers and SCADA systems, having a critical role in power grid operation. The experiments assessed the residual vulnerabilities of protected IEC 60870-5-104 TCP/IP based communications between Control Centres and Substation Automation Systems in presence of attack processes assuming different degrees of knowledge about the attacked system's behaviour. The evaluation framework supporting the experimental activity allows monitoring the communication status through a set of measurements such as Inter Message Time, Number of Lost Messages, Inter Reconnection Time and Time To Failure. The knowledge and measures from controlled experiments are then exploited by the cyber-risk metrics to improve the estimation of the vulnerability and threat probabilities related to the successfulness of a given attack.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039589,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039589,Computer-based attacks;Cyber risk assessment;Information and communication security;Power emergency management;Power grid control;Resilience testing;SCADA systems;Substation Automation;Test beds,Malware;Power control;Power systems;Process control;SCADA systems,power system control;power system protection;substation protection,ICT network components;attack experiments;cyber risk assessment;cyber risks;cyber threats;inter reconnection time;number of lost messages;passive interconnected HV/MV distribution grids;power control systems;power grid control systems;power grid operation;substation automation systems;telecontrol test beds;time to failure,,9,33,,,,24-29 July 2011,,IEEE,IEEE Conferences
Artificial immune system based intrusion detection in a distributed hierarchical network architecture of smart grid,Y. Zhang; L. Wang; W. Sun; R. C. Green; M. Alam,"Department of Electrical Engineering and Computer Science, University of Toledo, Toledo, OH 43606",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,8,"The advent of the smart grid promises to usher in an era that will bring intelligence, efficiency, and optimality to the power grid. Most of these changes will occur as an Internet-like communications network is superimposed on top of the current power grid using wireless technologies including 802.15.4, 802.11, and the Zigbee protocol. Each of these will expose the power grid to cyber security threats. In order to address this issue, this work proposes a Distributed Intrusion Detection System for Smart Grids (SGDIDS) by developing and deploying an intelligent module, the Analyzing Module (AM) in the multiple layers of smart grids. Multiple AMs will be embedded at each level of the smart grid - the home area network (HAN), neighborhood area network (NAN), and the Wide Area Network (WAN) - where they will use Artificial Immune System (AIS) to detect and classify malicious data and possible cyber attacks. AMs at each level will be trained using data that is relevant to their level and will also be able to communicate in order to improve detection. Simulation results demonstrate that this is a promising methodology for identifying malicious network traffic and improving system security.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039697,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039697,artificial immune system;cyber security;data classification;intrusion detection;smart grid,Classification algorithms;Communication networks;Immune system;Intrusion detection;Network topology;Smart grids,Internet;Zigbee;artificial immune systems;computer network security;hierarchical systems;smart power grids;telecommunication traffic;wide area networks,Internet-like communication network;Zigbee protocol;artificial immune system;cyber attack;cyber security threat;distributed hierarchical network architecture;distributed intrusion detection system;home area network;malicious network traffic;neighborhood area network;smart power grid;wide area network;wireless technology,,5,33,,,,24-29 July 2011,,IEEE,IEEE Conferences
A new index for evaluating protection vulnerability,S. J. Park; S. J. Lee; M. S. Cho; T. W. Kim; S. T. Kim; J. H. Kim,"Department of Electrical Engineering, Myongji University, Yongin Korea",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,5,"A cascading trip of distance relay due to overload caused by another line tripping has been observed in some blackouts. Preventing such an unwanted trip of a distance relay could contribute to blackout prevention. In this paper, a new index (PVI) for evaluating vulnerability from distance protection viewpoint is proposed which indicates the risk level of a distance relay that can lead to multiple line outages due to overload. Case studies on a real system show effectiveness of the proposed index. The proposed index can be utilized to make a decision on execution of preventive actions before a blackout develops.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039641,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039641,Distance protection;distance relaying;power blackout;power system stability,Educational institutions;Impedance;Indexes;Load flow;Protective relaying;Security,power transmission faults;power transmission protection;power transmission reliability;relay protection,PVI;blackout prevention;distance protection;distance relay cascading trip;line tripping;protection vulnerability evaluation index,,0,13,,,,24-29 July 2011,,IEEE,IEEE Conferences
Data integrity attack and its impacts on voltage control loop in power grid,S. Sridhar; G. Manimaran,"Department of Electrical and Computer Engineering, Iowa State University, Ames, Iowa 50010",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,6,"A modern power system consists of several control and monitoring loops, both automated and manually operated, to ensure that the system remains within safe operating bounds at all times. The focus of this paper is on data integrity attacks on messages exchanged between the control center and actuators in the voltage control loop. Devices such as the ones belonging to the FACTS family (STATCOM, SVC, TCR, etc.), are connected to the system at designated points for voltage control purposes. An attacker could cause a detrimental impact on the system by performing an attack on the control messages sent to these devices which would manipulate its settings. The aim of this paper is to highlight the impact of an attack targeted at such voltage control deices in the system. This paper presents a template that might be used by an attacker with knowledge of system functionality. The paper also explains the sensitivity analysis technique which will help the attacker identify the device to be compromised. A successful attack would result in abnormal voltage conditions in the system, thus violating NERC reliability standards.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039809,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039809,FACTS;Power flow analysis;VAR compensation,Control systems;Jacobian matrices;Power system stability;Reactive power;Sensors;Substations;Voltage control,control engineering computing;data integrity;flexible AC transmission systems;invasive software;power engineering computing;power grids;power transmission control;voltage control,FACTS;NERC reliability;actuators;data integrity attack;monitoring loops;power grid;power system;safe operating bounds;sensitivity analysis technique;voltage control loop,,16,15,,,,24-29 July 2011,,IEEE,IEEE Conferences
Survey of tools for risk assessment of cascading outages,M. Papic; K. Bell; Y. Chen; I. Dobson; L. Fonte; E. Haq; P. Hines; D. Kirschen; X. Luo; S. S. Miller; N. Samaan; M. Vaiman; M. Varghese; P. Zhang,"Idaho Power Co., Boise, ID, USA",2011 IEEE Power and Energy Society General Meeting,20111010,2011,,,1,9,"This paper is a result of ongoing activity carried out by Understanding, Prediction, Mitigation and Restoration of Cascading Failures Task Force under IEEE Computer Analytical Methods Subcommittee (CAMS). The task force's previous papers are focused on general aspects of cascading outages such as understanding, prediction, prevention and restoration from cascading failures. This is the second of two new papers, which extend this previous work to summarize the state of the art in cascading failure risk analysis methodologies and modeling tools. The first paper reviews the state of the art in methodologies for performing risk assessment of potential cascading outages. This paper describes the state of the art in cascading failure modeling tools, documenting the view of experts representing utilities, universities and consulting companies. The paper is intended to constitute a valid source of information and references about presently available tools that deal with prediction of cascading failure events. This effort involves reviewing published literature and other documentation from vendors, universities and research institutions. The assessment of cascading outages risk evaluation is in continuous evolution. Investigations to gain even better understanding and identification of cascading events are the subject of several research programs underway aimed at solving the complexity of these events that electrical utilities face today. Assessing the risk of cascading failure events in planning and operation for power transmission systems require adequate mathematical tools/software.",1932-5517;19325517,Electronic:978-1-4577-1002-5; Online:978-1-4577-1001-8; Paper:978-1-4577-1000-1,10.1109/PES.2011.6039371,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6039371,Cascading Outages;Operations;Risk Assessment;Transmission Planning,Planning;Power system faults;Power system protection;Power system stability;Stability analysis;Steady-state;Thermal stability,power system management;power transmission planning;risk management,IEEE Computer Analytical Methods Subcommittee;cascading failure events;cascading failure modeling tools;cascading failure risk analysis methodologies;cascading outages risk evaluation;electrical utilities;mathematical tools;power transmission systems;risk assessment,,23,38,,,,24-29 July 2011,,IEEE,IEEE Conferences
