Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
The technical talent challenge,W. Reder,"Div. of Power Syst. Services, S&C Electr. Co., Chicago, IL, USA",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,1 pp.,,"This is a summary of the presentation to be given at the panel ""a roadmap to future of power engineering research, education and career"" at the 2006 IEEE PES General meeting in Montreal, Canada",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1708950,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1708950,Continuing Education;Power Engineering Careers;Sourcing,Asset management;Automation;Educational institutions;Engineering profession;Power engineering;Power engineering and energy;Power industry;Power system planning;Power systems;Reliability engineering,power engineering education,IEEE PES General meeting;Montreal;power engineering research;technical talent challenge,,0,,,,,0-0 0,,IEEE,IEEE Conferences
Research and technology shaping the future of electric power systems,P. S. Kundur,"Powertech Labs Inc., BC, Canada",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,2 pp.,,"The electricity supply industry is undergoing major changes worldwide. In the evolving industry environment, the challenges are to produce, transmit, and use energy in an environmentally friendly manner, to reduce costs by improving operating efficiency and business practices, and to enhance the reliability of and quality of power supply. Research, development and application of new technologies plays a major role in shaping the future directions of electric power systems in this regard. This presentation describes these changes affecting the electric power industry with a broad perspective and identify new technologies being developed that will influence the changes",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1708934,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1708934,distributed generation;environmental impact;hydrogen production and storage;power quality;power system sustainable development;reliability;security;self-healing power system;smart power system,Costs;Distributed control;Electricity supply industry;Environmental economics;Hydrogen storage;Power generation;Power generation economics;Power system reliability;Power system security;Research and development,cost reduction;electricity supply industry;environmental management;power supply quality;power system reliability,broad perspective;costs reduction;electric power systems;electricity supply industry;operating efficiency;power supply quality;power supply reliability,,1,,,,,0-0 0,,IEEE,IEEE Conferences
The Technical Talent Challenge,W. Reder,"Senior Member, IEEE, Wanda Reder is the VP of Power Systems Services Division, S&C Electric Company, Chicago, IL. E-mail: wreder@sandc.com",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,1,1,"This is a summary of the presentation to be given at the panel ""Power Industry Workforce of the Future"" at the 2006 IEEE PES General meeting in Montreal, Canada.",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709595,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709595,Continuing Education;Power Engineering Careers;Sourcing,Asset management;Automation;Educational institutions;Engineering profession;Power engineering and energy;Power industry;Power system planning;Power system reliability;Power systems;Reliability engineering,,Continuing Education;Power Engineering Careers;Sourcing,,0,,,,,18-22 June 2006,,IEEE,IEEE Conferences
Educating the power industry workforce of the future,G. Gross,"Electr. & Comput. Eng., Illinois Univ., Urbana, IL, USA",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,1 pp.,,"This is a summary of the presentation on the panel entitled ""Power Industry Workforce of the Future"" at the 2006 IEEE/PES GM in Montreal, Quebec, Canada",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709601,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709601,Continuing Education;Power Engineering Careers;University Teaching;Workforce Development,Education;Government;Humans;Industrial relations;Power engineering;Power engineering and energy;Power engineering computing;Power industry;Power system economics;Retirement,electricity supply industry;power engineering education,2006 IEEE-PES;Power Industry Workforce of the Future;power industry workforce education,,0,,,,,0-0 0,,IEEE,IEEE Conferences
Future hiring trends and needs of the electric power industry,C. Mensah-Bonsu,"Dept. of Market Redesign & Technol. Upgrades, California Independent Syst. Oper., Folsom, CA, USA",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,1 pp.,,"The electric power industry is facing unprecedented capable human resource shortage in all sectors of the work place-industry, academia and research institutions alike. Nevertheless, the search for engineers in this unique technical field have continuously been on the increase in recent years as a result of retirement of the older generation of competent labor force, new innovations in the industry such as the utility industry restructuring, etc. Recently, there has been an industry trend to recruit new engineers who possess the sophistication of 21st century computer and information technology and has the requisite knowledge and the underlying power engineering education. The speaker discusses some of the changing trends and requirements of the industry that has ever become the back bone of World economies, and make recommendations for adaptation of new course structure that could potentially motivate the younger generation to pursue careers in power engineering",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709605,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709605,,Computer industry;Humans;Information technology;Knowledge engineering;Power engineering and energy;Power engineering computing;Power engineering education;Recruitment;Retirement;Technological innovation,electricity supply industry;information technology;power engineering computing;power engineering education,computer technology;electric power industry;human resource shortage;information technology;power engineering careers;power engineering education;utility industry restructuring,,0,,,,,0-0 0,,IEEE,IEEE Conferences
New tasks create new solutions for communication in distribution systems,B. M. Buchholz; Z. A. Styczynski,"Siemens AG, Erlangen, Germany",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,5 pp.,,"In Europe Dispersed and Renewable Energy Sources (D&RES) are mostly operated without remote control mechanisms, feeding in a maximum possible generation. The further increase of the contribution of D&RES in the peak power balance up to 60 % in accordance with the goals of the European Communities for the year 2010 requires innovative approaches to keep the reliability of the power supply on the actual high level. First of all this requires an extended contribution of D&RES to the system services. New communication facilities are required to provide a decentralized energy management and to ensure the provision of system services by D&RES. In a case study, it is analyzed how the existing infrastructure can be used to build a communication network with different physical communication channels. Further more, the application of communication standards is investigated and in the result the use of the data models and the services of the communication standard IEC 61850 (for substation communication) is recommended. It is shown that the advantageous application of this standard and its subsequent standards IEC 61400-25 for wind power plants and IEC 62350 for dispersed generation requires consistency of all described models. Finally, it becomes clear that the implementation of more communication in the distribution level helps to improve the distribution system management. The example of a faster network restoration after faults is demonstrated",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709114,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709114,communication;energy management;network operation;performance criteria;renewable generation,Communication networks;Communication standards;Communication system control;Distributed power generation;Energy management;Europe;IEC standards;Power supplies;Power system reliability;Renewable energy resources,IEC standards;distributed power generation;energy management systems;power distribution reliability;power supply quality;renewable energy sources;telecommunication channels;telecommunication standards,Europe Dispersed and Renewable Energy Sources;European Communities;IEC 61400-25;IEC 62350;communication network;communication standard IEC 61850;communication standards;decentralized energy management;dispersed generation;distribution system management;network restoration;peak power balance;physical communication channels;power supply reliability;substation communication;wind power plants,,7,6,,,,0-0 0,,IEEE,IEEE Conferences
Impact of advanced integration technologies on the next generation of energy systems,S. Fustar,,2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,6 pp.,,The presentation describes new trends in integration technologies with special emphasis on their impact on the next generation of energy systems,1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709279,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709279,Common Information Model (CIM);Complex Event Processing (CEP);Composite Applications;Enterprise Application Integration (EAI);Enterprise Information Integration (EII);Enterprise Service Bus (ESB);Event-Driven Architecture (EDA);Intelligent Systems;Portals;Service-Oriented Architecture (SOA),Atomic layer deposition;Computer integrated manufacturing;Electronic design automation and methodology;Intelligent systems;Portals;Quality of service;Runtime;Service oriented architecture;TCPIP;Time of arrival estimation,power engineering computing,data integration;energy systems;integration technologies,,1,,,,,0-0 0,,IEEE,IEEE Conferences
An open source SCADA toolkit,S. A. Klein,"Open Source Energy Control Syst., Silver Spring, MD, USA",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,2 pp.,,"This panel presentation addresses development of an open-source toolkit for constructing secure, next-generation (based on IEC-61850 and related standards), SCADA systems for control of electric power transmission, distribution, and distributed generation. The toolkit includes basic SCADA and control center components. It can be used in a variety of ways such as building a starter SCADA for small utilities, providing local control at a distributed generation facility, and others. The toolkit incorporates security functionality in numerous ways, including a trusted operating system platform, authentication, authorization, encryption, role based access control of SCADA objects, and other methods. Issues addressed in the presentation includes selection of open source components, development of toolkit-specific components, and development challenges and issues, such as variability of open source documentation, open source licensing and its interaction with software architecture and business model, and open source packaging and distribution",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709143,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709143,61850;SCADA;open source;toolkit,Authentication;Authorization;Buildings;Control systems;Distributed control;Open source software;Operating systems;Power system security;SCADA systems;Standards development,IEC standards;SCADA systems;distributed power generation;power distribution control;power transmission control;public domain software,IEC-61850 standards;SCADA systems;distributed generation control;distributed generation facility;electric power distribution control;electric power transmission control;open source SCADA toolkit;open source components selection;open source distribution;open source documentation;open source licensing;open source packaging;software architecture;toolkit-specific components development,,0,2,,,,0-0 0,,IEEE,IEEE Conferences
Vulnerability analysis of the Nordic power system,G. Doorman; K. Uhlen; G. Kjolle; E. S. Huse,"SINTEF Energy Res., Trondheim, Norway",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,1 pp.,,"Summary form only given. A comprehensive methodology is developed for the analysis of power system vulnerability with respect to energy shortage, capacity shortage and power system failures. The basic method is risk analysis, where risk is defined in terms of the probability of events and their consequences. The objective is to identify medium and high-risk situations that require corrective actions. The method is applied to the Nordic power system. The results show that the system is in a medium risk state, implying the need to consider various measures. With respect to energy shortage, the probability of extremely high prices over a sustained period of time is once every ten years for today's system, and similar in 2010. With respect to capacity shortage, the vulnerability is expected to deteriorate towards 2010. With respect to blackouts, the risk is related to large blackouts in Southern Scandinavia, involving many consumers. There is concern with regard to the future effect of changed maintenance routines and reductions in qualified technical personnel",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1708873,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1708873,,Failure analysis;Personnel;Power system analysis computing;Power system measurements;Risk analysis,maintenance engineering;power system faults;power system reliability;risk analysis,Nordic power system;Southern Scandinavia;blackouts;capacity shortage;energy shortage;events probability;maintenance routines;power system failures;power system vulnerability;qualified technical personnel reductions;risk analysis;vulnerability analysis,,1,,,,,18-22 June 2006,,IEEE,IEEE Conferences
Collecting and categorizing information related to electric power distribution interruption events: customer interruption data collection within the electric power distribution industry,R. L. Robinson; D. F. Hall; C. A. Warren; V. G. Werner,"Westar Energy Inc., Topeka, KS, USA",2006 IEEE Power Engineering Society General Meeting,20061016,2006,,,5 pp.,,"Reliability of electric power systems remains a top societal issue. While transmission disturbances draw national attention and scrutiny, service interruptions at the distribution level are the primary concern of end-use customers and their regulatory and governmental representatives. Much effort has been expended in developing methods to uniformly and consistently quantify reliability of distribution service based on electric system performance. However, the results of a nationwide survey of recorded information used for calculating distribution reliability indices performed in 1998 by the IEEE/PES T&D Committee Distribution Subcommittee Working Group on system design indicated that significant inconsistencies exist in current data collection processes used within the industry. This paper discusses the methods and approaches utilized by the electric utility industry to capture the data and the benefits/detriments different approaches",1932-5517;19325517,POD:1-4244-0493-2,10.1109/PES.2006.1709456,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1709456,Benchmarking;Data Collection;Distribution Reliability;Outage Management Systems,Computational Intelligence Society;Energy capture;Geographic Information Systems;Management information systems;Power industry;Power system management;Power system reliability;SCADA systems;Statistics;System performance,electricity supply industry;power distribution faults;power distribution reliability;power transmission faults,T&D Committee Distribution Subcommittee Working Group;customer interruption data collection;data collection processes;electric power distribution industry;electric power distribution interruption;electric power system reliability;electric utility industry;service interruptions;transmission disturbances,,2,5,,,,0-0 0,,IEEE,IEEE Conferences
