Document Title,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication_Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Reference Count,Copyright Year,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
Design of a large-scale virtual power grid for research community,Y. Liu; Gefei Kou; Y. Liu; J. R. Gracia; T. J. King,"Department of Electrical Engineering, University of Tennessee, Knoxville, U.S.",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"Due to security and liability concerns, the research community has limited access to realistic large-scale power grid models to test and validate new operation and control methodologies. It is also difficult for industry to evaluate the relative value of competing new tools without a common platform for comparison. This paper proposes to develop a large-scale virtual power grid model that retains basic features and represents future trends of major U.S. electric interconnections. The proposed model will include realistic power flow and dynamics information as well as a relevant geospatial distribution of assets. This model will be made widely available to the research community for various power system stability and control studies and can be used as a common platform for comparing the efficacies of various new technologies.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286556,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286556,Dynamics;Large-scale model;Power flow;Stability and control,HVDC transmission;Load flow;Load modeling;Oscillators;Power grids;Power system dynamics;Power system stability,load flow;power grids;power system control;power system stability,US electric interconnections;assets geospatial distribution;large-scale virtual power grid;power flow;power system control;power system stability;research community,,,20,,,,26-30 July 2015,,IEEE,IEEE Conferences
"Induction causing Smart Grid communication failure, a case study from Hydro-Quabec",M. Lacroix; D. Chan-Foy,"Vizimax inc., Longueuil, QC, Canada",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"Hydro-Quebec has started a Smart Grid project in 2003. Among the different telecommunication technologies, Hydro-Quebec has chosen the Public Telephone Infrastructure for financial reasons. However, telecommunication metallic lines are potentially exposed to voltage induction caused by current circulating on nearby electric lines. Voltage-limiting devices are used to protect communications equipment against voltage surges that can reach a very high level during a power fault. This paper presents a case where classical protection schemes of wire-line communication, combined with a high level of equipment electrical robustness requirement have not been sufficient to prevent in-service equipment failures. The problem investigation results are presented, along with solutions to prevent it.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286414,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286414,Analog modem;Electromagnetic induction;Power system transients;Smart Grid;Surge protection,Electromagnetic compatibility;IEC Standards;Logic gates;Modems;Relays;Smart grids;Testing,carrier transmission on power lines;electromagnetic induction;overvoltage protection;power transmission faults;smart power grids;surge protection,Hydro-Quebec;communications equipment;electric lines;equipment electrical robustness requirement;in-service equipment failures;power fault;public telephone infrastructure;smart grid communication failure;telecommunication metallic lines;telecommunication technologies;voltage induction;voltage surges;voltage-limiting devices;wire-line communication,,,15,,,,26-30 July 2015,,IEEE,IEEE Conferences
Communication-assisted hierarchical protection strategy for high-reliability microgrids,L. Che; X. Zhang; M. Shahidehpour,"Electrical and Computer Engineering Department, Illinois Institute of Technology, Chicago, 60616 USA",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"The implementation of high-reliability microgrids requires proper protection schemes that effectively function in both grid-connected and island modes. This paper presents a communication-assisted four-level hierarchical protection strategy for high-reliability microgrids, and tests the proposed protection strategy based on a loop structured microgrid. The simulation results demonstrate the proposed strategy to be an effective and efficient option for microgrid protection.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7285612,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7285612,Distributed Generation;Microgrid Protection;Microgrids;Overcurrent Relay,Delay effects;Delays;Density estimation robust algorithm;Fault currents;Microgrids;Relays;Switches,distributed power generation;power system protection;power system reliability,communication-assisted hierarchical protection strategy;high-reliability microgrids;loop structured microgrid;microgrid protection,,,13,,,,26-30 July 2015,,IEEE,IEEE Conferences
Coordinated attacks against power grids: Load redistribution attack coordinating with generator and line attacks,Yingmeng Xiang; L. Wang; D. Yu; N. Liu,"EECS Dept., University of Wisconsin-Milwaukee, 53211, USA",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"With the increasing terrorism and sabotage activities, the power grid is becoming more vulnerable to various kinds of cyber and physical attacks. The coordination between the attacks could bring disastrous impacts. In this paper, two typical attack coordination scenarios are studied: the coordination between load redistribution (LR) attack and generator attack; and the coordination between LR attack and line attack. They are formulated as bilevel optimization problems, where the attacker in the upper level aims to maximize the load curtailment while the defender in the lower level makes effort to reduce the load curtailment. The case studies conducted based on an IEEE 14-bus system indicate that when attacking the measurements and essential generation/transmission elements in a coordinated manner, the attacker could maximize the damage with the limited attack resource by disrupting the physical system and misleading the power dispatch simultaneously. This study can provide meaningful insights on how to prevent and mitigate such high-impact, low-frequency (HILF) coordinated attacks.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286402,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286402,Cybersecurity;bilevel optimization;coordinated attacks;false data injection attack;physical attack,Area measurement;Computer architecture;Coordinate measuring machines;Noise measurement;Reliability;Smart grids,electric generators;load distribution;optimisation;power generation protection;power grids;power system security;power transmission faults;power transmission protection,IEEE 14-bus system;disastrous impacts;generation elements;high-impact low-frequency coordinated attacks;limited attack resource;line attacks;load curtailment;load redistribution attack;optimization problems;physical attacks;power dispatch;power grids;sabotage activities;transmission elements,,,14,,,,26-30 July 2015,,IEEE,IEEE Conferences
Power schedule planing and operation algorithm of the Local Virtual Power Plant based on ICHP-devices,T. Hess; P. Schegner,"Institute of Electrical Power Systems and High Voltage Engineering, TU Dresden, 01062, Germany",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,Micro-Combined-Heat-and-Power-Plants (Î_CHP) are one of the key technologies for the energy transition due their ability of a joint production of electrical and thermal energy. By combining and coordinating Î_CHP plants in a Local Virtual Power Plant (LVPP) the benefits of Î_CHP can be increased. With the hierarchal layer architecture it is possible also to include restriction of the electric grid in the optimization process. This paper presents the power schedule planning and operation algorithm of the LVPP. The proposed algorithm offers a efficient way to distribute a defined power schedule to high number of Î_CHP plants and balance variation in the real time operation.,1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286261,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286261,Î_CHP;cogeneration;smart grids;storage;virtual power plant,Buildings;Cogeneration;Production;Schedules;Thermal energy,cogeneration;optimisation;power generation planning,Î_CHP;LVPP;cogeneration;hierarchal layer architecture;local virtual power plant;microcombined-heat-and-power-plants;optimization process;power schedule planing and operation algorithm;power schedule planning,,,7,,,,26-30 July 2015,,IEEE,IEEE Conferences
Impact assessment of communication service disruptions in power system applications,Q. Wang; M. Pipattanasomporn; M. Kuzlu; Y. Tang; Y. Li; S. Rahman,"School of Electrical Engineering, Southeast University, Nanjing, Jiangsu, 210096 China",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"The communication system is the key element in an electric power system that supports its observability and controllability. Communication failures pose serious risks in electric power system operations. It is therefore crucial to study the adverse effects of communication system failures on power system operation. This is especially for wide-area monitoring, control and protection applications where rapid corrective actions are taken to prevent cascading failures. In this paper, a framework to evaluate the role of communication services on wide-area power system operation is proposed. A case study based on real-world power and communication systems is used to demonstrate usefulness of the proposed framework.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286108,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286108,communication service;failure probability;impact assessment;wide-area network,Communication networks;Manganese;Power system reliability;Power system stability;Reliability,power system control;power system measurement;power system protection,communication service disruptions;communication system failures;control applications;electric power system operations;impact assessment;protection applications;wide-area monitoring,,,10,,,,26-30 July 2015,,IEEE,IEEE Conferences
Experimental evaluation of cyber attacks on Automatic Generation Control using a CPS Security Testbed,A. Ashok; Pengyuan Wang; M. Brown; M. Govindarasu,"Department of Electrical and Computer Engineering, Iowa State University, Ames, 50011, USA",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"Cyber-Physical Security Testbeds serve as valuable experimental platforms to implement and evaluate realistic, complex cyber attack-defense experiments. Testbeds, unlike traditional simulation platforms, capture communication, control and physical system characteristics and their interdependencies adequately in a unified environment. In this paper, we show how the PowerCyber CPS testbed at Iowa State was used to implement and evaluate cyber attacks on one of the fundamental Wide-Area Control applications, namely, the Automatic Generation Control (AGC). We provide a brief overview of the implementation of the experimental setup on the testbed. We then present a case study using the IEEE 9 bus system to evaluate the impacts of cyber attacks on AGC. Specifically, we analyzed the impacts of measurement based attacks that manipulated the tie-line and frequency measurements, and control based attacks that manipulated the ACE values sent to generators. We found that these attacks could potentially create under frequency conditions and could cause unnecessary load shedding. As part of future work, we plan to extend this work and utilize the experimental setup to implement other sophisticated, stealthy attack vectors and also develop attack-resilient algorithms to detect and mitigate such attacks.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286615,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286615,,Automatic generation control;Frequency control;Frequency measurement;Generators;Power systems;Security,frequency measurement;load shedding;power generation control;power system security;security of data,AGC;IEEE 9 bus system;PowerCyber CPS testbed;automatic generation control;cyber attack detection;cyber physical security testbed;frequency measurement;load shedding;wide-area control application,,5,14,,,,26-30 July 2015,,IEEE,IEEE Conferences
Considerations on Self-Healing and Assisted-Healing for power transmission systems in operation centers,F. A. S. Antunes; P. F. Ribeiro; P. M. Silveira,"Univ. of Itajuba, Itajuba, Brazil",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"One of the most challenging proposals about the smart grid concept is the deployment of features that enable a power grid to reconfigure itself, isolating defects and recovering through alternative available routes after disturbances. This ability is known as Self-Healing, a concept most widespread in distribution power systems. In transmission power systems, however, there is a substantially lower amount of research. Some authors says the actual transmission is inherently self-healing since its topology is meshed designed, which ensures redundancy for equipment trips, preventing a load outage. Nevertheless, automatic transmission systems reconfiguration presents high improvement potential in the restoring process, in terms of security and agility. Under this scenario, this paper sets the framework for a self-healing system to perform in the transmission system. In this framework, are considered the main technical requirements, concerns, points of attention and inherent issues of transmission operation process. The Assisted-Healing concept will also be considered for such circumstances in which the Self-Healing is not convenient or not possible to be fully performed. The main aim is support operators to deal better with stressful decisions related to the restoration process after power systems disturbances, reducing assets and load outages periods.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286377,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286377,assisted-healing;reconfiguration;restoration;self-healing;smart grids;system operation center;transmission systems,Circuit breakers;Circuit faults;Energy management;Smart grids;Substations;Topology,power grids;power system reliability;power system restoration;power transmission;smart power grids,assisted healing;automatic transmission systems reconfiguration;distribution power system;load outage;operation center;power grid;power transmission system;restoring process;self-healing system;smart grid,,,16,,,,26-30 July 2015,,IEEE,IEEE Conferences
Online bad data detection using kernel density estimation,M. S. Uddin; A. Kuh; Yang Weng; M. IliÄ‡,"Dept. of Electrical Engineering, University of Hawaii at Manoa, Honolulu, USA",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"This paper addresses the problem of bad data detection in the power grid. An online probability density based technique is presented to identify bad measurements within a sensor data stream in a decentralized manner using only the data from the neighboring buses and a one-hop communication system. Analyzing the spatial and temporal dependency between the measurements, the proposed algorithm identifies the bad data. The algorithm was then tested on the IEEE 14-bus test system where it demonstrated superior performance detecting critical and multiple bad data compared to the largest normalized residual test.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286013,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286013,bad data detection;density estimation;online algorithm;smart grids,Bandwidth;Clustering algorithms;Estimation;Kernel;Power grids;Power measurement,power grids;power system measurement;probability,bad data detection;bad measurements;kernel density estimation;largest normalized residual test;neighboring buses;one-hop communication system;online probability density based technique;power grid;sensor data stream;spatial dependency;temporal dependency,,4,21,,,,26-30 July 2015,,IEEE,IEEE Conferences
A survey on next-generation power grid data architecture,S. You; L. Zhu; Y. Liu; H. Liu; Y. Liu; M. Shankar; R. Robertson; T. King,"Dept. of Electrical Engineering and Computer Science, The University of Tennessee, Knoxville, USA",2015 IEEE Power & Energy Society General Meeting,20151005,2015,,,1,5,"The operation and control of power grids will increasingly rely on data. A high-speed, reliable, flexible and secure data architecture is the prerequisite of the next-generation power grid. This paper summarizes the challenges in collecting and utilizing power grid data, and then provides reference data architecture for future power grids. Based on the data architecture deployment, related research on data architecture is reviewed and summarized in several categories including data measurement/actuation, data transmission, data service layer, data utilization, as well as two cross-cutting issues, interoperability and cyber security. Research gaps and future work are also presented.",1932-5517;19325517,Electronic:978-1-4673-8040-9; POD:978-1-4673-8041-6,10.1109/PESGM.2015.7286394,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7286394,Smart grid;data architecture;information system;survey,Computer architecture;Interoperability;Security;Smart grids;Standards,power grids;power system control;power system interconnection;power system reliability;power system security;security of data,data measurement;data service layer;data transmission;data utilization;next-generation power grid data architecture;power grid control;power grid operation,,2,20,,,,26-30 July 2015,,IEEE,IEEE Conferences
